id,fuenteId,timestamp,valor,latitud,longitud
e506,f2,2025-06-15T21:02:00,90.41,37.370516,-5.982065
e507,f1,2025-06-21T11:16:00,11.55,40.415061,-3.693357
e508,f2,2025-07-17T01:34:00,88.95,37.403502,-5.935371
e509,f3,2025-07-03T11:51:00,14.37,39.466469,-0.405008
e510,f3,2025-07-26T05:20:00,75.76,39.49982,-0.397491
e511,f3,2025-06-18T08:14:00,67.06,39.472862,-0.392297
e512,f1,2025-08-07T02:27:00,52.07,40.440544,-3.704803
e513,f1,2025-07-04T02:22:00,50.2,40.42182,-3.741752
e514,f1,2025-08-07T11:30:00,89.85,40.371227,-3.696392
e515,f1,2025-06-05T00:01:00,60.89,40.414778,-3.732916
e516,f1,2025-06-02T04:41:00,72.61,40.378117,-3.730585
e517,f2,2025-06-28T01:53:00,67.42,37.421806,-6.014012
e518,f3,2025-08-03T18:47:00,45.64,39.490798,-0.327591
e519,f1,2025-07-15T05:50:00,88.07,40.40006,-3.687134
e520,f1,2025-07-03T04:56:00,40.91,40.412394,-3.743493
e521,f2,2025-07-09T15:24:00,69.95,37.387358,-6.03347
e522,f2,2025-08-02T05:56:00,19.96,37.434335,-5.988433
e523,f2,2025-07-11T20:06:00,90.91,37.356617,-6.019388
e524,f2,2025-06-02T22:57:00,80.71,37.429694,-6.006899
e525,f3,2025-07-13T02:46:00,62.44,39.473207,-0.365868
e526,f3,2025-06-22T23:24:00,65.25,39.500806,-0.424286
e527,f1,2025-08-04T17:38:00,79.91,40.410294,-3.722844
e528,f2,2025-06-03T17:13:00,63.21,37.411507,-5.997443
e529,f2,2025-07-22T16:59:00,89.88,37.414822,-5.956027
e530,f3,2025-06-05T11:15:00,43.77,39.518376,-0.374696
e531,f2,2025-08-01T03:33:00,65.91,37.397152,-6.025124
e532,f2,2025-06-11T17:07:00,55.84,37.40724,-5.939848
e533,f3,2025-07-17T16:23:00,92.76,39.474188,-0.387114
e534,f1,2025-07-15T09:56:00,45.22,40.447512,-3.751612
e535,f2,2025-07-16T07:46:00,64.36,37.367363,-6.02926
e536,f2,2025-06-30T20:10:00,90.54,37.422395,-5.993455
e537,f3,2025-07-09T06:22:00,98.98,39.493196,-0.372032
e538,f1,2025-07-21T19:59:00,21.5,40.382205,-3.698947
e539,f3,2025-06-26T17:32:00,35.6,39.428897,-0.386586
e540,f2,2025-06-07T19:27:00,98.6,37.386507,-5.974404
e541,f1,2025-06-20T10:17:00,28.9,40.391087,-3.709143
e542,f3,2025-08-06T10:32:00,86.66,39.514518,-0.378988
e543,f3,2025-06-08T11:08:00,18.31,39.437649,-0.34608
e544,f1,2025-06-08T12:23:00,68.92,40.407809,-3.701217
e545,f2,2025-06-09T03:57:00,94.38,37.348735,-5.974632
e546,f3,2025-07-24T01:42:00,23.77,39.511238,-0.39524
e547,f1,2025-07-21T02:13:00,61.17,40.408802,-3.658806
e548,f2,2025-06-02T00:32:00,70.85,37.435226,-5.966726
e549,f1,2025-07-28T08:57:00,34.21,40.424263,-3.71626
e550,f2,2025-07-25T07:50:00,53.23,37.355114,-5.994897
e551,f3,2025-07-18T18:04:00,12.76,39.499294,-0.379565
e552,f1,2025-06-04T10:32:00,64.25,40.376175,-3.725641
e553,f1,2025-06-20T22:54:00,90.23,40.412427,-3.744457
e554,f3,2025-07-12T06:24:00,24.27,39.465333,-0.392867
e555,f1,2025-06-23T01:55:00,91.41,40.388755,-3.717508
e556,f2,2025-06-18T00:11:00,98.59,37.3469,-5.959593
