id,fuenteId,timestamp,valor,latitud,longitud
e336,f1,2025-06-16T02:12:00,87.79,40.42785,-3.729765
e337,f2,2025-06-24T16:33:00,60.92,37.344178,-5.996164
e338,f1,2025-07-06T17:13:00,86.54,40.449993,-3.673429
e339,f3,2025-07-27T20:40:00,62.45,39.474159,-0.425477
e340,f2,2025-07-05T20:40:00,55.1,37.351316,-5.960226
e341,f1,2025-07-12T16:32:00,60.85,40.392868,-3.704475
e342,f3,2025-06-24T07:03:00,41.54,39.467408,-0.335655
e343,f3,2025-06-10T13:49:00,13.37,39.519106,-0.384155
e344,f3,2025-08-07T11:04:00,45.56,39.49358,-0.412805
e345,f2,2025-07-20T05:17:00,28.22,37.362898,-5.946345
e346,f1,2025-06-16T01:00:00,94.22,40.432521,-3.717215
e347,f2,2025-06-07T07:59:00,41.33,37.339932,-5.965112
e348,f2,2025-06-18T05:08:00,94.08,37.402483,-6.005797
e349,f1,2025-07-09T11:15:00,89.08,40.368522,-3.751982
e350,f3,2025-07-28T22:59:00,26.57,39.495693,-0.378933
e351,f2,2025-06-16T00:05:00,30.56,37.375208,-5.985451
e352,f3,2025-07-18T09:52:00,25.41,39.515919,-0.348129
e353,f1,2025-08-07T19:40:00,76.05,40.426903,-3.713822
e354,f2,2025-06-02T19:19:00,21.61,37.349726,-6.029195
e355,f3,2025-07-05T02:57:00,86.57,39.513006,-0.392308
e356,f3,2025-06-25T10:13:00,57.54,39.424056,-0.362114
e357,f1,2025-06-08T07:20:00,94.68,40.374001,-3.655007
e358,f2,2025-07-09T11:54:00,21.63,37.408428,-6.004285
e359,f2,2025-06-22T08:53:00,61.34,37.343819,-6.015378
e360,f3,2025-06-14T23:50:00,43.33,39.426374,-0.41132
e361,f1,2025-07-09T20:11:00,39.59,40.424041,-3.688613
e362,f1,2025-06-23T14:49:00,31.74,40.384967,-3.73546
e363,f2,2025-07-12T13:44:00,32.85,37.401171,-6.016486
e364,f1,2025-07-27T01:22:00,66.58,40.445878,-3.717338
e365,f3,2025-08-06T04:12:00,65.28,39.496221,-0.337731
e366,f2,2025-06-07T18:05:00,47.94,37.431265,-5.948201
e367,f2,2025-08-02T00:30:00,38.68,37.433989,-5.973483
e368,f1,2025-07-11T19:24:00,71.74,40.415548,-3.721401
e369,f3,2025-07-19T12:03:00,23.87,39.517432,-0.339517
e370,f1,2025-06-02T11:38:00,67.24,40.457068,-3.670702
