id,fuenteId,timestamp,valor,latitud,longitud
e171,f1,2025-07-15T12:06:00,83.91,40.373086,-3.750123
e172,f3,2025-07-05T12:47:00,85.55,39.494527,-0.332734
e173,f2,2025-08-02T11:19:00,25.19,37.357002,-5.99072
e174,f3,2025-06-16T00:57:00,44.79,39.476857,-0.368683
e175,f2,2025-06-22T11:37:00,25.99,37.34625,-5.981696
e176,f1,2025-08-04T15:13:00,85.58,40.456697,-3.673968
e177,f2,2025-06-10T19:51:00,57.38,37.343701,-6.018811
e178,f2,2025-07-20T13:12:00,38.25,37.343035,-5.980866
e179,f1,2025-07-05T10:05:00,95.05,40.401603,-3.690305
e180,f2,2025-06-05T07:35:00,41.91,37.354671,-6.01832
e181,f2,2025-06-12T10:23:00,64.07,37.361697,-5.969387
e182,f3,2025-06-30T15:49:00,66.5,39.44645,-0.368663
e183,f2,2025-07-22T00:07:00,91.61,37.374334,-5.945038
e184,f2,2025-07-08T20:39:00,91.43,37.383487,-6.027096
e185,f1,2025-08-04T21:26:00,50.96,40.450394,-3.690169
e186,f2,2025-06-26T13:12:00,75.72,37.3602,-5.936623
e187,f3,2025-06-11T21:39:00,26.71,39.47899,-0.344871
e188,f2,2025-06-11T13:33:00,77.21,37.404807,-5.947083
e189,f2,2025-07-25T15:32:00,15.34,37.352424,-6.011811
e190,f1,2025-06-22T02:13:00,34.37,40.407747,-3.681838
e191,f1,2025-07-05T01:59:00,99.73,40.435131,-3.687204
e192,f2,2025-06-08T01:34:00,18.68,37.400631,-6.023596
e193,f1,2025-07-04T09:09:00,63.1,40.416506,-3.65433
e194,f1,2025-07-21T03:35:00,47.91,40.404575,-3.742958
e195,f1,2025-07-16T19:28:00,90.55,40.446048,-3.659498
e196,f1,2025-07-07T17:36:00,36.12,40.380687,-3.74005
e197,f2,2025-08-05T04:18:00,16.48,37.387414,-5.936958
e198,f1,2025-07-08T20:09:00,27.7,40.441543,-3.659472
e199,f2,2025-07-17T02:00:00,90.78,37.352375,-5.963502
e200,f3,2025-07-12T13:21:00,49.68,39.509602,-0.422013
e201,f3,2025-06-06T18:36:00,19.02,39.51646,-0.35202
e202,f3,2025-07-13T19:57:00,18.98,39.471475,-0.418274
e203,f1,2025-06-23T18:18:00,15.72,40.418544,-3.723375
e204,f1,2025-07-25T10:42:00,13.24,40.438594,-3.659799
e205,f3,2025-07-06T06:10:00,86.61,39.46741,-0.382227
e206,f2,2025-08-04T10:30:00,11.57,37.392802,-5.972961
e207,f1,2025-08-02T21:54:00,46.48,40.454685,-3.714574
e208,f2,2025-07-08T03:18:00,21.84,37.389461,-6.013319
e209,f3,2025-07-15T04:23:00,34.02,39.439021,-0.329708
e210,f2,2025-06-26T20:18:00,89.6,37.358459,-6.02271
e211,f2,2025-07-14T00:40:00,44.93,37.372891,-5.970415
e212,f3,2025-07-02T01:01:00,73.68,39.491379,-0.422314
e213,f2,2025-08-06T18:44:00,11.9,37.424449,-6.015317
e214,f1,2025-06-04T15:39:00,65.89,40.373107,-3.660475
e215,f3,2025-08-08T17:11:00,83.15,39.441406,-0.372519
e216,f1,2025-07-05T22:11:00,24.68,40.383727,-3.683201
e217,f3,2025-06-24T10:16:00,81.04,39.489004,-0.391869
e218,f1,2025-07-28T06:33:00,77.04,40.4253,-3.748782
e219,f1,2025-07-17T05:19:00,26.75,40.371479,-3.673166
e220,f2,2025-06-09T14:03:00,26.41,37.426168,-5.989431
e221,f2,2025-07-25T04:52:00,67.06,37.405011,-5.981038
e222,f1,2025-07-21T01:48:00,92.97,40.384009,-3.705885
e223,f2,2025-07-04T23:05:00,61.54,37.419012,-5.961443
e224,f3,2025-06-22T05:05:00,61.47,39.509581,-0.345327
e225,f2,2025-07-03T00:17:00,55.42,37.357671,-6.032512
e226,f2,2025-07-17T15:09:00,89.41,37.421733,-5.96361
e227,f2,2025-06-27T05:25:00,68.27,37.437002,-5.968737
e228,f1,2025-06-13T14:20:00,52.43,40.460658,-3.65417
e229,f3,2025-07-14T19:43:00,87.35,39.465785,-0.422143
e230,f3,2025-06-25T12:03:00,68.66,39.476006,-0.369184
e231,f2,2025-06-22T12:18:00,77.6,37.424188,-6.020018
e232,f1,2025-07-23T11:45:00,59.25,40.436343,-3.717496
e233,f3,2025-07-01T23:50:00,35.16,39.421233,-0.34815
e234,f2,2025-06-04T04:17:00,85.65,37.426221,-6.017636
e235,f3,2025-07-17T00:54:00,94.83,39.454531,-0.382581
e236,f3,2025-06-07T04:42:00,19.85,39.482762,-0.341938
e237,f1,2025-07-12T21:07:00,45.7,40.408178,-3.664405
e238,f1,2025-07-25T08:48:00,44.73,40.436224,-3.699896
e239,f1,2025-06-05T00:49:00,41.97,40.444143,-3.69288
e240,f2,2025-07-25T19:02:00,12.35,37.41143,-5.939179
e241,f1,2025-07-19T02:34:00,41.95,40.456468,-3.679914
e242,f2,2025-08-02T03:22:00,52.94,37.437706,-5.989592
e243,f2,2025-07-13T05:22:00,33.91,37.352101,-5.982774
e244,f3,2025-07-19T04:44:00,38.21,39.442347,-0.425111
e245,f3,2025-07-07T03:24:00,97.23,39.46206,-0.33925
e246,f2,2025-08-05T20:10:00,95.18,37.349033,-6.0141
e247,f2,2025-07-03T20:23:00,25.69,37.424701,-5.940808
e248,f1,2025-06-20T21:38:00,56.96,40.462983,-3.693358
e249,f2,2025-07-25T21:28:00,53.37,37.366769,-5.987573
e250,f1,2025-07-22T22:11:00,72.23,40.455212,-3.73466
e251,f2,2025-07-30T06:12:00,96.66,37.434102,-6.002916
e252,f2,2025-06-20T14:12:00,63.17,37.397238,-5.95949
e253,f1,2025-06-30T01:56:00,70.96,40.393546,-3.748445
e254,f2,2025-06-07T02:40:00,50.76,37.411826,-5.949813
e255,f2,2025-06-02T22:10:00,66.12,37.395245,-6.008008
e256,f2,2025-06-14T13:36:00,44.87,37.348017,-5.939351
e257,f3,2025-07-07T06:54:00,37.82,39.431585,-0.337031
e258,f2,2025-08-09T00:24:00,95.76,37.394957,-6.033492
e259,f1,2025-07-04T22:11:00,33.96,40.454115,-3.696207
e260,f2,2025-06-25T03:32:00,15.1,37.401682,-5.968134
e261,f3,2025-08-03T13:29:00,31.42,39.429597,-0.426003
e262,f3,2025-07-27T22:35:00,15.88,39.448488,-0.373583
e263,f2,2025-08-06T03:58:00,90.16,37.354923,-5.986298
e264,f1,2025-07-03T02:11:00,98.47,40.44542,-3.742776
e265,f1,2025-06-22T08:25:00,31.6,40.407432,-3.656734
e266,f1,2025-07-30T01:30:00,81.37,40.423151,-3.712813
e267,f3,2025-06-16T00:41:00,45.26,39.470755,-0.359374
e268,f3,2025-06-27T01:10:00,21.75,39.489411,-0.352951
e269,f2,2025-07-09T09:34:00,56.76,37.429149,-5.97088
e270,f2,2025-06-12T22:25:00,52.08,37.417753,-6.009362
e271,f3,2025-06-12T18:18:00,56.84,39.45167,-0.366591
e272,f1,2025-07-28T16:19:00,22.51,40.455012,-3.702129
e273,f1,2025-06-15T12:04:00,90.86,40.405894,-3.743728
e274,f1,2025-07-30T13:03:00,30.28,40.431847,-3.72078
e275,f1,2025-07-11T23:19:00,35.66,40.451888,-3.668135
e276,f1,2025-07-21T15:57:00,21.36,40.414123,-3.727027
e277,f3,2025-07-26T13:23:00,65.55,39.480745,-0.38697
e278,f3,2025-07-12T12:24:00,39.94,39.441924,-0.347166
