id,fuenteId,timestamp,valor,latitud,longitud
e1,f1,2025-06-13T14:20:00,59.58,40.410207,-3.734546
e2,f3,2025-08-08T17:44:00,84.44,39.441704,-0.355361
e3,f1,2025-06-14T11:43:00,67.94,40.456924,-3.682125
e4,f1,2025-06-04T04:13:00,71.25,40.427869,-3.66206
e5,f2,2025-06-18T22:52:00,94.45,37.368884,-5.995133
e6,f1,2025-06-15T10:13:00,68.07,40.391032,-3.742046
e7,f1,2025-07-25T05:25:00,73.76,40.441994,-3.752989
e8,f2,2025-07-23T02:48:00,82.73,37.425599,-6.027458
e9,f1,2025-06-15T23:00:00,19.95,40.432282,-3.708854
e10,f1,2025-08-04T00:46:00,10.71,40.387841,-3.731328
e11,f1,2025-06-09T21:50:00,54.17,40.44419,-3.7476
e12,f2,2025-08-01T18:41:00,65.81,37.384348,-6.007744
e13,f3,2025-06-14T12:01:00,31.13,39.512676,-0.329263
e14,f1,2025-07-20T00:34:00,77.31,40.416628,-3.657003
e15,f3,2025-06-14T00:42:00,25.25,39.476196,-0.4244
e16,f1,2025-07-22T17:58:00,83.95,40.444905,-3.697168
e17,f2,2025-07-05T07:55:00,26.68,37.344619,-5.996074
e18,f3,2025-07-06T11:46:00,54.09,39.424917,-0.414923
e19,f1,2025-08-01T04:49:00,33.94,40.388455,-3.658966
e20,f1,2025-07-13T06:39:00,62.72,40.366936,-3.696518
e21,f2,2025-07-23T18:38:00,67.3,37.40006,-6.030059
e22,f1,2025-06-09T11:50:00,17.01,40.403633,-3.660371
e23,f3,2025-07-06T00:06:00,84.84,39.517233,-0.369044
e24,f3,2025-07-11T10:50:00,27.71,39.420242,-0.380374
e25,f1,2025-07-30T09:24:00,46.51,40.444544,-3.721232
e26,f2,2025-06-15T20:27:00,85.92,37.386261,-5.997978
e27,f1,2025-06-20T12:35:00,94.78,40.437326,-3.703468
e28,f3,2025-07-11T19:07:00,95.06,39.467785,-0.356637
e29,f3,2025-07-12T08:35:00,42.42,39.472519,-0.376702
e30,f2,2025-06-29T09:44:00,85.21,37.412512,-5.969424
e31,f2,2025-07-27T09:25:00,80.21,37.350925,-5.954474
e32,f1,2025-08-02T05:21:00,35.51,40.43775,-3.689799
e33,f3,2025-06-02T16:00:00,82.09,39.481164,-0.3626
e34,f2,2025-07-14T02:11:00,22.13,37.406855,-6.031634
e35,f2,2025-06-25T21:03:00,78.87,37.397836,-5.964167
e36,f1,2025-07-28T19:02:00,74.22,40.422288,-3.678674
e37,f2,2025-06-10T22:41:00,21.57,37.433425,-5.967766
e38,f1,2025-07-11T16:04:00,34.21,40.369207,-3.674875
e39,f3,2025-07-10T23:23:00,47.81,39.447314,-0.333967
e40,f2,2025-06-13T04:28:00,36.16,37.413533,-5.991175
e41,f3,2025-06-04T21:01:00,67.76,39.471864,-0.356109
e42,f1,2025-06-07T07:24:00,91.96,40.406786,-3.703398
e43,f3,2025-07-30T04:55:00,52.85,39.471742,-0.388767
e44,f3,2025-06-22T18:23:00,98.44,39.444158,-0.399773
e45,f3,2025-07-27T12:13:00,22.92,39.483918,-0.404103
e46,f3,2025-06-24T14:38:00,43.35,39.509434,-0.332906
e47,f1,2025-08-01T05:38:00,74.85,40.445141,-3.735591
e48,f2,2025-06-28T04:23:00,71.03,37.430798,-6.02766
e49,f3,2025-08-01T15:31:00,37.35,39.434512,-0.376815
e50,f1,2025-07-28T03:49:00,66.22,40.450235,-3.69571
e51,f3,2025-07-16T10:03:00,33.49,39.492331,-0.344013
e52,f2,2025-06-29T07:42:00,55.42,37.380797,-5.950904
e53,f2,2025-07-25T16:03:00,91.37,37.34071,-5.936193
e54,f1,2025-07-04T18:58:00,92.94,40.459357,-3.745111
e55,f3,2025-06-12T16:00:00,93.99,39.483592,-0.33454
e56,f2,2025-07-14T01:55:00,59.32,37.400074,-5.969783
e57,f2,2025-06-08T23:10:00,65.12,37.432976,-5.940443
e58,f1,2025-07-06T16:44:00,27.33,40.377122,-3.745068
e59,f3,2025-08-08T07:52:00,34.48,39.424227,-0.399792
e60,f3,2025-06-09T21:55:00,77.88,39.498307,-0.394477
e61,f3,2025-06-05T09:27:00,61.78,39.452828,-0.407642
e62,f1,2025-07-09T22:31:00,48.16,40.443103,-3.65578
e63,f1,2025-07-15T04:57:00,93.13,40.460774,-3.731256
e64,f1,2025-07-03T03:53:00,45.07,40.420787,-3.691318
e65,f3,2025-08-08T16:53:00,75.69,39.468811,-0.40516
e66,f1,2025-08-08T05:44:00,15.3,40.373057,-3.691189
e67,f2,2025-07-05T03:42:00,15.34,37.40254,-5.998464
e68,f1,2025-06-15T09:55:00,65.02,40.391666,-3.689291
e69,f3,2025-06-08T00:54:00,47.95,39.450366,-0.412581
e70,f1,2025-06-14T06:03:00,14.05,40.396687,-3.673691
e71,f2,2025-06-18T06:15:00,34.09,37.423809,-5.995541
e72,f1,2025-06-25T02:50:00,28.35,40.376782,-3.748237
e73,f2,2025-07-22T20:42:00,98.67,37.372635,-5.974266
e74,f2,2025-07-05T23:01:00,25.36,37.351837,-6.018921
e75,f1,2025-06-04T13:16:00,84.85,40.428013,-3.686021
e76,f1,2025-07-19T10:13:00,21.08,40.449788,-3.712775
e77,f1,2025-06-02T15:51:00,86.64,40.387171,-3.691086
e78,f2,2025-07-22T21:33:00,24.25,37.341443,-5.934812
e79,f1,2025-06-28T09:05:00,37.98,40.452378,-3.740708
e80,f2,2025-06-25T00:07:00,95.44,37.397358,-5.997439
e81,f2,2025-07-02T22:53:00,96.61,37.361891,-6.028936
e82,f2,2025-07-12T17:58:00,24.69,37.430139,-5.978003
e83,f2,2025-06-30T00:16:00,88.04,37.377045,-5.940332
e84,f1,2025-06-11T05:14:00,45.85,40.428194,-3.718795
e85,f2,2025-07-18T02:36:00,96.26,37.354378,-5.996354
e86,f1,2025-07-14T21:30:00,52.14,40.460369,-3.726116
e87,f3,2025-08-07T16:06:00,65.61,39.456564,-0.403325
e88,f2,2025-08-06T15:08:00,52.77,37.411669,-5.943941
e89,f3,2025-07-03T15:52:00,93.48,39.519782,-0.417091
e90,f3,2025-07-27T00:41:00,32.24,39.518203,-0.332012
e91,f2,2025-07-10T09:57:00,22.57,37.351459,-5.956692
e92,f1,2025-06-18T23:48:00,73.17,40.377333,-3.696283
e93,f2,2025-06-25T20:21:00,85.92,37.387252,-6.015766
e94,f2,2025-06-11T13:01:00,19.64,37.340973,-5.973116
e95,f1,2025-08-05T02:31:00,37.65,40.451097,-3.664077
e96,f3,2025-06-24T21:37:00,21.14,39.501083,-0.418515
e97,f3,2025-07-18T20:18:00,81.82,39.428567,-0.375583
e98,f1,2025-07-10T20:44:00,89.16,40.398307,-3.66989
e99,f3,2025-08-07T20:16:00,76.78,39.43343,-0.362009
e100,f2,2025-07-21T20:32:00,33.16,37.340807,-6.028441
e101,f1,2025-06-05T23:40:00,38.56,40.396968,-3.738893
e102,f3,2025-06-08T06:23:00,78.25,39.4613,-0.386454
e103,f2,2025-07-19T16:29:00,55.32,37.385707,-5.991451
e104,f3,2025-07-31T16:53:00,69.62,39.487405,-0.339868
e105,f1,2025-06-21T11:47:00,86.52,40.428248,-3.709388
e106,f2,2025-06-23T01:27:00,31.79,37.422541,-5.939764
e107,f2,2025-06-07T05:27:00,78.35,37.380679,-6.003347
e108,f1,2025-06-16T07:14:00,10.56,40.464891,-3.699155
e109,f2,2025-06-10T07:06:00,51.71,37.433339,-5.968119
e110,f1,2025-06-27T22:17:00,20.23,40.443836,-3.730601
e111,f3,2025-08-03T20:45:00,89.77,39.451356,-0.372343
e112,f3,2025-07-15T17:40:00,88.47,39.516939,-0.379927
e113,f1,2025-06-20T14:21:00,33.24,40.451203,-3.717035
e114,f3,2025-06-09T13:02:00,19.28,39.497935,-0.421374
e115,f1,2025-06-06T03:03:00,45.33,40.386937,-3.657684
e116,f3,2025-08-01T16:39:00,89.85,39.500907,-0.42624
e117,f3,2025-07-22T18:50:00,71.13,39.449107,-0.353429
e118,f2,2025-07-30T17:44:00,49.8,37.411565,-5.944912
e119,f3,2025-07-22T03:21:00,22.86,39.437086,-0.363637
e120,f1,2025-08-05T00:20:00,65.54,40.433498,-3.739689
e121,f1,2025-07-31T03:22:00,12.57,40.385531,-3.662297
e122,f2,2025-06-11T06:39:00,17.31,37.411244,-5.985321
e123,f3,2025-07-19T13:30:00,85.8,39.487765,-0.406066
e124,f3,2025-07-31T09:27:00,11.54,39.463326,-0.343194
e125,f2,2025-06-08T14:31:00,47.26,37.390151,-6.007119
e126,f2,2025-06-05T12:40:00,44.08,37.392747,-5.971401
e127,f1,2025-06-04T13:08:00,19.34,40.409122,-3.752487
e128,f3,2025-06-25T09:46:00,42.57,39.500959,-0.342517
e129,f2,2025-07-23T17:48:00,67.78,37.404849,-5.956627
e130,f2,2025-06-01T12:38:00,83.32,37.365364,-5.992692
e131,f3,2025-08-02T13:02:00,34.37,39.485359,-0.387283
e132,f1,2025-08-03T15:36:00,48.91,40.377826,-3.679302
e133,f3,2025-07-12T04:51:00,95.4,39.425109,-0.353079
e134,f2,2025-06-25T02:16:00,49.25,37.37127,-5.973177
e135,f3,2025-06-09T13:06:00,97.29,39.514342,-0.353062
e136,f1,2025-07-02T03:21:00,48.03,40.417002,-3.680375
e137,f1,2025-07-31T07:04:00,44.95,40.463414,-3.75264
e138,f3,2025-06-02T18:02:00,62.76,39.487282,-0.329653
e139,f3,2025-07-06T21:38:00,67.89,39.481349,-0.346784
e140,f2,2025-07-31T22:35:00,30.53,37.374136,-6.022466
e141,f3,2025-06-16T14:35:00,38.8,39.460774,-0.349695
e142,f1,2025-06-02T11:00:00,67.52,40.38053,-3.657206
e143,f2,2025-07-09T23:27:00,63.44,37.422426,-5.949663
e144,f3,2025-07-28T09:52:00,15.94,39.445509,-0.41588
e145,f3,2025-06-25T09:08:00,29.4,39.498865,-0.370853
e146,f1,2025-08-06T22:20:00,95.01,40.388901,-3.673992
e147,f1,2025-07-30T11:53:00,42.76,40.389519,-3.664917
e148,f1,2025-07-17T10:40:00,91.55,40.388885,-3.708426
e149,f3,2025-08-08T03:43:00,95.18,39.451882,-0.340179
e150,f1,2025-07-25T17:17:00,54.71,40.400939,-3.673954
e151,f2,2025-07-26T02:41:00,28.31,37.4337,-5.989413
e152,f3,2025-07-10T08:55:00,70.41,39.503271,-0.332828
e153,f2,2025-06-24T18:21:00,38.36,37.415712,-5.941822
e154,f1,2025-08-02T14:31:00,93.51,40.380211,-3.657404
e155,f2,2025-07-03T13:53:00,95.93,37.366461,-5.979491
e156,f3,2025-06-26T18:14:00,16.34,39.517571,-0.414851
e157,f2,2025-08-06T15:21:00,74.36,37.403336,-5.959027
e158,f1,2025-07-27T21:04:00,62.46,40.447333,-3.673708
e159,f1,2025-08-03T09:17:00,44.17,40.45536,-3.724902
e160,f1,2025-07-01T22:32:00,27.54,40.416679,-3.701332
e161,f2,2025-06-19T12:06:00,58.64,37.378573,-5.999886
e162,f1,2025-06-11T16:59:00,74.0,40.46387,-3.685447
e163,f3,2025-07-21T21:10:00,45.67,39.4912,-0.39548
e164,f2,2025-06-12T02:09:00,94.45,37.361202,-6.004853
e165,f1,2025-07-16T02:28:00,28.35,40.413382,-3.739932
e166,f1,2025-06-02T07:01:00,48.44,40.370934,-3.682313
e167,f3,2025-07-27T14:45:00,69.69,39.441258,-0.415142
e168,f2,2025-06-26T11:29:00,46.15,37.416609,-5.969328
e169,f1,2025-07-06T17:41:00,29.96,40.431272,-3.680416
e170,f3,2025-07-26T08:40:00,43.82,39.436021,-0.416103
